tconst,averageRating,numVotes
tt10214842,2.7,503
tt10214916,6.9,98
tt10215026,6.1,62
tt10215032,6.7,7
tt10215144,5.9,7
tt10215206,9.4,5
tt10215208,9.8,5
tt10215218,9.8,5
tt10215424,7.1,570
tt10216408,9.0,23
tt10217418,9.0,5
tt10217550,7.2,887
tt10217566,8.4,13
tt10217624,7.3,10
tt10217626,7.2,10
tt10217640,3.4,7
tt10217722,10.0,8
tt10217780,7.1,18
tt10217802,9.4,8
tt10217818,7.8,12
tt10217824,8.4,7
tt10217868,8.5,6
tt10217930,8.0,6
tt10217950,8.8,6
tt10218042,7.9,9
tt10218106,7.3,6
tt10218172,7.1,56
tt10218176,7.2,10
tt10218490,7.9,21
tt10218506,9.0,23
tt10218664,6.0,397
tt10218674,5.4,250
tt10218702,6.1,31
tt10218782,6.9,11
tt10218804,6.3,15
tt10218838,6.0,48
tt10218894,7.1,17
tt10218916,7.6,16
tt10219006,10.0,14
tt10219112,7.1,7
tt10219146,7.1,30
tt10219160,6.8,21
tt10219298,9.0,6
tt10219324,6.6,23
tt10219330,9.2,35
tt10219384,7.6,69
tt10219406,6.6,53
tt10219424,4.3,9
tt10219430,3.7,15
tt10219442,9.6,70
tt10219498,6.9,16
tt10219502,8.0,11
tt10219526,6.6,5
tt10219674,5.5,45
tt10219850,8.4,5
tt10219912,8.0,6
tt10219916,8.0,5
tt10219920,8.3,7
tt10220152,4.7,14
tt10220476,7.6,133
tt10220588,8.4,839
tt10220648,7.1,7
tt10220842,8.4,42
tt10220862,8.6,47
tt10220880,8.8,51
tt10220904,7.0,117
tt10221828,6.9,16
tt10222596,7.5,40
tt10222674,8.2,65
tt10222676,7.8,16
tt10222678,8.1,14
tt10222692,8.0,11
tt10222700,7.9,64
tt10222748,7.3,15
tt10222750,7.2,11
tt10222752,5.3,55
tt10222766,8.8,11
tt10222920,7.4,21
tt10222924,6.5,20
tt10222926,6.7,21
tt10222930,6.7,19
tt10222970,8.1,11
tt10222988,8.7,15
tt10222990,8.1,16
tt10223044,5.4,9
tt10223052,8.2,27
tt10223064,7.5,125
tt10223078,7.5,104
tt10223088,9.4,5
tt10223122,6.6,10
tt10223124,6.6,12
tt10223390,9.6,36
tt10223438,7.4,18
tt10223546,6.6,104
tt10223552,6.6,71
tt10223628,5.7,9
tt10223634,7.7,24
tt10223702,7.9,22
tt10223910,5.5,11
tt10223938,5.4,22
tt10224046,7.3,9
tt10224104,7.2,5
tt10224134,7.0,494
tt10224202,6.8,8
tt10224340,3.6,10
tt10224514,7.3,13
tt10224548,6.8,12
tt10224550,6.6,9
tt10224556,6.7,10
tt10224558,6.8,10
tt10224584,6.5,6
tt10224592,7.4,5
tt10224596,5.2,116
tt10224624,6.2,75
tt10224698,7.4,30
tt10224728,8.8,11
tt10224808,6.7,7
tt10224876,6.4,5
tt10224878,5.4,5
tt10224888,6.2,30
tt10224890,6.6,8
tt10224912,7.6,8
tt10224954,6.3,16
tt10224960,6.2,5
tt10225030,8.7,11
tt10225090,6.4,5
tt10225092,6.3,49
tt10225288,7.0,47
tt10225306,9.1,29
tt10225458,6.5,6
tt10225536,5.9,17
tt10225922,8.8,79
tt10226952,9.5,6
tt10227086,8.8,10
tt10227848,9.1,8
tt10228032,8.5,42
tt10228080,8.9,596
tt10228168,7.2,864
tt10228180,5.2,39
tt10228188,6.0,15
tt10228204,6.8,182
tt10228214,6.6,17
tt10228276,7.2,30
tt10228428,9.4,14
tt10228464,9.3,9
tt10228550,8.6,19
tt10228588,9.4,7
tt10228590,6.9,170
tt10228606,7.2,5
tt10228656,8.1,45
tt10228658,8.2,18
tt10228666,9.4,22
tt10228704,8.2,5
tt10228730,4.1,37
tt10228776,7.1,17
tt10228852,6.5,6
tt10228874,6.8,13
tt10228882,5.2,97
tt10228900,8.1,20
tt10228906,9.4,21
tt10229154,9.7,93
tt10229166,10.0,6
tt10229332,7.9,24
tt10229390,7.3,6
tt10229430,6.6,193
tt10229502,6.0,18
tt10229532,10.0,6
tt10229552,7.8,9
tt10229588,8.0,5
tt10229598,8.7,224
tt10229602,6.1,82
tt10229680,7.2,16
tt10229684,7.2,15
tt10229690,7.2,16
tt10229694,7.4,17
tt10229700,7.7,20
tt10229702,7.3,18
tt10229704,7.5,19
tt10229776,7.3,6
tt10229778,7.8,10
tt10230000,7.4,8
tt10230020,8.7,34
tt10230036,7.0,70
tt10230042,5.7,6
tt10230058,7.2,5
tt10230170,7.1,7
tt10230278,6.3,9
tt10230288,6.7,15
tt10230304,8.4,16
tt10230312,8.1,15
tt10230314,8.2,14
tt10230316,7.4,27
tt10230320,8.3,14
tt10230322,8.2,13
tt10230324,7.6,12
tt10230332,5.5,11
tt10230452,5.8,44
tt10230544,6.4,8
tt10230580,10.0,6
tt10231232,8.7,22
tt10231250,8.7,25
tt10231254,8.8,23
tt10231264,9.1,22
tt10231276,9.0,26
tt10231290,9.1,22
tt10231300,8.8,22
tt10231314,9.1,22
tt10231326,9.1,24
tt10231422,8.5,124
tt10231434,9.1,139
tt10231436,8.5,123
tt10231478,7.1,7
tt10231482,7.8,6
tt10231502,7.5,6
tt10231784,8.0,46
tt10232812,8.4,10
tt10232892,7.7,6
tt10233344,5.6,15
tt10233350,6.9,9
tt10233356,7.1,8
tt10233366,7.1,7
tt10233370,7.3,7
tt10233390,7.4,5
tt10233396,6.8,5
tt10233398,8.7,10
tt10233400,4.4,5
tt10233410,7.2,6
tt10233420,7.3,7
tt10233448,8.9,2106
tt10233612,8.1,9
tt10233614,7.9,11
tt10233624,8.5,12
tt10233650,5.7,15
tt10233654,5.8,15
tt10233660,5.8,15
tt10233664,5.6,14
tt10233666,8.2,21
tt10233668,5.7,15
tt10233762,6.8,6
tt10233794,7.6,8
tt10233800,7.8,12
tt10233836,8.3,218
tt10234048,5.3,102
tt10234240,6.6,19
tt10234246,7.6,9
tt10234314,7.8,5
tt10234364,6.8,13
tt10234370,6.5,10
tt10234372,7.5,12
tt10234374,7.6,15
tt10234376,5.8,12
tt10234378,6.0,24
tt10234388,6.6,5
tt10234392,6.8,5
tt10234414,8.4,5
tt10234428,7.7,6
tt10234436,8.8,51
tt10234494,3.9,29
tt10234500,7.8,5
tt10234526,6.1,10
tt10234630,6.3,6
tt10234636,6.7,6
tt10234754,9.2,6
tt10234756,8.6,77
tt10234758,9.4,12
tt10234760,8.9,54
tt10234762,8.9,58
tt10234764,9.3,59
tt10234766,9.3,44
tt10234782,9.6,5
tt10234784,9.6,5
tt10234816,7.6,11
tt10234922,7.9,14
tt10234992,5.2,5
tt10234996,7.8,6
tt10235018,2.5,15
tt10235024,6.5,12
tt10235118,9.6,13
tt10235146,3.4,17
tt10235214,7.1,10
tt10235564,9.6,5
tt10235760,5.6,16
tt10235762,5.7,14
tt10235764,6.0,16
tt10236070,8.0,15
tt10237042,4.2,16
tt10237592,6.8,23
tt10237612,7.1,163
tt10237790,6.3,181
tt10237902,7.4,24
tt10238406,8.6,34
tt10238620,8.9,9
tt10238670,4.2,5
tt10238680,7.7,9
tt10238690,7.6,11
tt10238706,7.5,12
tt10238718,6.8,10
tt10238736,7.8,5
tt10238788,2.6,277
tt10238816,7.8,27
tt10238844,9.0,26
tt10238930,9.7,16
tt10238952,8.3,6
tt10238966,6.8,17
tt10238970,7.8,5
tt10239048,7.0,5
tt10239080,5.1,7
tt10239100,6.2,9
tt10239590,9.8,6
tt10239736,7.4,8
tt10239762,7.6,5
tt10239780,6.6,5
tt10239794,7.2,6
tt10239796,7.3,6
tt10239800,7.3,6
tt10239882,6.3,7
tt10239884,7.1,8
tt10239890,7.8,9
tt10239930,6.8,493
tt10240018,7.0,5
tt10240056,6.2,43
tt10240438,7.8,160
tt10240450,7.0,24
tt10240522,6.6,9
tt10240612,3.7,1305
tt10240638,6.6,5
tt10240656,5.3,21
tt10240688,6.2,13
tt10240692,7.9,9
tt10240718,7.6,5
tt10240720,5.8,12
tt10240732,7.3,10
tt10240736,6.3,9
tt10240738,8.2,11
tt10240744,8.0,8
tt10240754,9.7,63
tt10240770,5.5,13
tt10240830,8.0,6
tt10240838,8.3,11
tt10240854,8.0,5
tt10240858,6.8,5
tt10240886,5.3,7
tt10241000,9.2,12
tt10241058,9.4,10
tt10241206,7.0,180
tt10241216,5.8,5
tt10241254,8.2,5
tt10241256,8.5,6
tt10241260,5.6,5
tt10241378,7.8,17
tt10241428,8.1,61
tt10241452,5.6,34
tt10241482,6.5,6
tt10241504,7.8,24
tt10241582,7.9,21
tt10241648,5.5,49
tt10241656,6.7,53
tt10241666,7.1,42
tt10241676,6.1,44
tt10241678,6.5,34
tt10241692,6.0,37
tt10241724,5.3,72
tt10241728,5.7,69
tt10241730,6.0,65
tt10241762,7.0,135
tt10241800,6.3,110
tt10241802,6.1,110
tt10241808,6.8,129
tt10241810,6.4,112
tt10241812,7.3,29
tt10241814,6.7,128
tt10241816,6.5,137
tt10242166,5.9,15
tt10242176,7.7,18
tt10242216,6.0,29
tt10242266,7.4,451
tt10242716,7.2,5
tt10242848,7.8,298
tt10242924,8.5,191
tt10243326,7.7,128
tt10243628,7.1,679
tt10243640,7.7,242
tt10243660,6.4,153
tt10243678,6.5,3157
tt10243692,7.8,824
tt10243796,4.8,5
tt10243922,7.4,15
tt10244028,5.2,6
tt10244034,8.7,16
tt10244036,9.2,19
tt10244140,7.5,134
tt10244220,7.6,10
tt10244366,8.7,16
tt10244378,7.3,13
tt10244424,8.8,5
tt10244464,7.0,6
tt10244564,8.9,9
tt10244592,6.7,22
tt10244628,8.3,14
tt10244636,8.5,11
tt10244638,8.4,5
tt10244642,8.7,6
tt10244644,8.6,5
tt10244648,8.6,9
tt10244712,9.1,27
tt10244726,9.0,10
tt10244734,7.5,43
tt10244754,7.3,96
tt10244756,6.7,83
tt10244760,6.8,112
tt10244842,9.3,7
tt10244894,6.9,247
tt10244898,7.2,207
tt10244900,7.1,202
tt10244910,7.7,9
tt10245132,9.0,18
tt10245360,7.2,13
tt10245366,8.1,7
tt10245402,8.3,7
tt10245412,8.3,7
tt10245440,8.0,7
tt10245454,8.8,5
tt10245502,7.0,5
tt10245574,9.3,21
tt10245590,7.4,25
tt10245592,7.4,27
tt10245594,7.4,27
tt10245596,7.3,32
tt10245860,8.4,12
tt10245862,7.5,80
tt10245900,8.0,14
tt10245902,8.0,12
tt10245906,7.4,5
tt10245908,7.4,5
tt10245910,7.4,5
tt10245912,7.0,5
tt10245914,6.6,5
tt10245916,6.4,5
tt10245918,6.0,5
tt10245922,5.6,5
tt10245988,5.0,6
tt10245996,4.0,5
tt10246050,7.4,24
tt10246054,5.0,8
tt10246078,7.8,26
tt10246112,5.3,6
tt10246114,8.3,29
tt10246226,8.4,97
tt10246232,7.5,21
tt10246242,7.9,21
tt10246264,3.5,34
tt10246310,7.9,17
tt10247240,7.1,8
tt10247242,7.7,10
tt10247246,7.9,8
tt10247248,8.5,6
tt10247324,8.0,8
tt10247346,6.9,10
tt10247354,8.5,10
tt10247360,7.9,11
tt10247372,8.3,7
tt10247894,7.1,10
tt10248144,6.4,34
tt10248334,7.0,80
tt10248368,8.3,116
tt10248420,5.0,7
tt1024855,5.1,791
tt10248730,7.9,7
tt10248740,8.4,5
tt10248750,8.4,5
tt10248754,7.1,16
tt10248782,8.4,5
tt10248858,8.4,5
tt10248886,8.3,6
tt10248904,8.0,5
tt10248910,7.8,5
tt10249226,6.6,10
tt10249228,7.2,10
tt10249232,7.0,12
tt10249236,6.5,11
tt10249238,8.7,11
tt10249256,7.3,9
tt10249258,7.3,9
tt10249264,7.3,9
tt10249266,7.1,10
tt10249276,7.3,15
tt10249280,7.2,15
tt10249282,7.0,17
tt10249284,7.1,16
tt10249286,6.9,15
tt10249288,6.9,11
tt10249304,7.9,8
tt10249312,7.5,6
tt10249352,8.0,5
tt10249444,8.6,9
tt10249460,6.6,25
tt10249472,6.9,21
tt10249482,7.4,10
tt10249496,9.5,8
tt10249660,7.4,10
tt10249666,6.4,7
tt10249744,9.6,7
tt10249780,8.6,92
tt10249892,8.1,56
tt10249956,9.0,8
tt10250212,8.2,12
tt10250260,7.4,14
tt10250364,8.3,236
tt10250506,7.4,5
tt10250562,8.2,12
tt10250608,8.7,988
tt10250636,3.4,7
tt10250660,6.5,16
tt10250662,7.1,12
tt10250664,7.1,11
tt10250666,7.1,11
tt10250668,6.0,12
tt10250698,9.2,8
tt10250708,6.3,11
tt10250744,8.1,58
tt10250750,7.3,22
tt10250768,8.5,55
tt10250980,6.1,94
tt1025100,5.7,22680
tt10251180,6.7,7
tt10251220,6.2,5
tt10251256,6.0,7
tt10251264,4.9,8
tt10251272,5.9,7
tt10251278,5.4,8
tt10251300,4.7,26
tt10253244,7.6,206
tt10253466,6.7,530
tt10253598,9.7,10
tt10253816,6.8,252
tt10254092,4.0,8
tt10254178,5.7,7
tt10254186,6.9,8
tt10254190,7.0,8
tt10254456,4.3,11
tt10254472,7.6,58
tt10254540,7.8,11
tt10254568,8.0,8
tt10254590,7.7,7
tt10254638,7.6,7
tt10254800,8.6,5
tt10254868,6.7,7
tt10254892,7.8,5
tt10254986,6.5,49
tt10255128,9.1,8
tt10255214,7.8,8
tt10255220,7.5,35
tt10255272,7.3,7
tt10255320,3.5,192
tt10255352,8.6,10
tt10255492,7.0,8
tt10255532,8.4,8
tt10255990,7.5,11
tt10256088,8.6,5
tt10256170,6.2,12
tt10256278,4.4,10
tt10256328,6.2,10
tt10256526,8.5,8
tt10256646,6.7,9
tt10256818,8.1,14
tt10256894,5.0,38
tt10256918,7.2,109
tt10257010,8.5,13
tt10257070,6.9,19
tt10257176,6.3,26
tt10257196,6.0,24
tt10257204,5.5,17
tt10257210,4.9,14
tt10257212,5.2,12
tt10257216,5.8,8
tt10257324,7.1,131
tt10257356,8.4,5
tt10257404,5.4,42
tt10258628,8.9,80
tt10258634,7.6,8
tt10258662,6.4,15
tt10258872,6.9,25
tt10259136,6.8,12
tt10259358,8.7,32
tt10259876,10.0,5
tt10259998,9.6,5
tt10260010,9.6,5
tt10260042,7.1,104
tt10260158,8.4,20
tt10260268,7.7,21
tt10260294,4.1,70
tt10260340,8.3,26
tt10260342,7.4,144
tt10260408,7.9,124
tt10260464,8.6,60
tt10260534,5.3,51
tt10260576,7.6,36
tt10260580,8.6,35
tt10260584,8.6,25
tt10260588,7.9,21
tt10260592,9.0,23
tt10260594,8.4,21
tt10260598,8.4,14
tt10260638,5.7,19
tt10260804,8.3,6
tt10260810,6.4,5
tt10261016,8.0,25
tt10261142,8.6,75
tt10261160,9.1,24
tt10261164,8.2,5
tt10261170,7.2,6
tt10261172,9.0,5
tt10261180,9.1,23
tt10261186,8.7,23
tt10261204,10.0,8
tt10261242,8.4,244
tt10261256,10.0,6
tt10261296,6.9,13
tt10261300,7.1,14
tt10261308,6.7,13
tt10261310,6.9,12
tt10261312,8.7,313
tt10261338,5.9,11
tt10261354,7.3,15
tt10261356,4.5,6
tt10261428,7.6,15
tt10261494,7.6,13
tt10261508,7.3,13
tt10261522,7.8,15
tt10261542,8.6,16
tt10261548,9.5,24
tt10261576,8.2,8
tt10261676,6.7,6
tt10261680,6.8,6
tt10261682,8.2,6
tt10261726,5.8,26
tt10261736,1.3,12
tt10261740,10.0,5
tt10261746,7.2,6
tt10261924,7.4,5
tt10261930,7.3,13
tt10262160,5.9,50
tt10262168,3.4,8
tt10262268,8.5,49
tt10262336,7.7,19
tt10262346,6.5,14
tt10262354,8.3,10
tt10262394,6.8,14
tt10262492,3.1,35
tt10262522,6.5,17
tt10262696,7.3,9
tt10262710,6.4,7
tt10262716,7.6,8
tt10262718,8.0,7
tt10262720,8.0,6
tt10262722,7.9,7
tt10262724,8.3,6
tt10262726,7.8,5
tt10262728,8.0,5
tt10262730,7.8,5
tt10262732,7.8,5
tt10262752,6.0,134
tt10262772,5.1,7
tt10262780,8.4,587
tt10262940,8.7,18
tt10263282,7.2,8
tt10263296,6.8,38
tt10263320,3.4,6634
tt10263340,5.3,7
tt10263352,8.3,11
tt10263466,7.2,133
tt10263470,10.0,6
tt10263756,7.9,10
tt10263768,7.5,10
tt10263830,8.2,5
tt10264026,7.8,30
tt10264256,7.6,55
tt10264262,8.8,13
tt10264280,7.5,6
tt10264284,9.7,7
tt10264310,7.6,5
tt10264322,8.2,23
tt10264704,9.2,5
tt10264940,7.7,22
tt10264954,2.2,6
tt10265146,6.6,21
tt10265158,7.9,165
tt10265220,8.8,6
tt10265224,8.6,5
tt10265364,6.1,19
tt10265444,6.3,17
tt10265604,6.8,5
tt10265902,2.3,7
tt10266216,7.2,60
tt10266654,7.6,11
tt10266884,9.3,11
tt10266910,8.8,38
tt10267020,5.1,19
tt10267042,6.4,12
tt10267146,7.6,70
tt10267396,8.0,102
tt10267436,5.0,6
tt10267622,6.6,55
tt10267644,7.9,9
tt10267646,7.7,9
tt10267648,7.3,6
tt10267656,6.8,6
tt10267662,7.2,6
tt10267664,8.1,7
tt10267666,6.4,7
tt10267738,8.3,56
tt10267800,8.0,160
tt10267802,7.8,6
tt10267846,6.8,32
tt10267856,6.8,32
tt10267860,6.4,30
tt10267870,6.6,30
tt10267874,6.6,29
tt10268436,7.2,9
tt10268732,10.0,7
tt10268738,6.6,5
tt10268910,8.4,12
tt10269016,4.3,27
tt10269132,8.5,41
tt10269158,7.1,7
tt10269450,6.4,7
tt10269466,7.5,23
tt10269478,10.0,7
tt10269486,8.4,8
tt10269502,6.0,6
tt10269514,7.2,18
tt10269516,6.3,6
tt10269522,6.2,6
tt10269528,7.2,5
tt10269664,5.8,8
tt10269748,4.8,8
tt10269836,8.2,16
tt10269890,8.2,13
tt10269928,5.2,6
tt10269934,5.4,5
tt10269988,7.8,135
tt10269998,7.1,7
tt10270034,4.4,7
tt10270036,6.7,10
tt10270114,4.9,48
tt10270122,6.8,5
tt10270152,7.3,6
tt10270248,7.3,6
tt10270274,7.7,7
tt10270286,8.0,7
tt10270290,7.5,6
tt10270296,7.6,7
tt10270298,8.1,8
tt10270304,7.3,6
tt10270308,7.3,6
tt10270312,8.2,5
tt10270314,7.6,5
tt10270316,8.5,6
tt10270320,8.0,6
tt10270324,7.6,5
tt10270326,7.4,5
tt10270328,7.6,5
tt10270330,8.4,8
tt10270350,8.4,15
tt10270592,6.1,87
tt10270596,7.5,16
tt10270610,7.1,11
tt10270738,8.0,10
tt10270750,7.5,10
tt10270764,8.6,14
tt10270800,6.8,8
tt10270878,10.0,6
tt10270954,6.5,10
tt10271038,5.9,41
tt10271100,7.0,6
tt10271422,8.5,6
tt10271516,8.6,5
tt10271934,8.7,9
tt10271946,8.4,10
tt10272534,7.0,102
tt10272852,7.1,21
tt10272966,6.1,35
tt10272970,5.9,19
tt10273074,7.8,15
tt10273086,7.6,5
tt10273286,9.1,37
tt10273302,8.1,30
tt10273314,8.7,34
tt10273330,8.7,29
tt10273344,7.0,28
tt10273350,8.8,24
tt10273356,8.3,22
tt10273364,7.6,21
tt10273370,7.1,34
tt10273480,8.0,6
tt10273532,8.9,22
tt10273578,8.9,22
tt10273636,8.9,22
tt10273652,7.3,7
tt10273670,8.1,45
tt10273674,3.3,92
tt10273958,6.6,5
tt10274360,8.3,20
tt10274410,7.7,82
tt10274412,7.8,83
tt10274418,8.0,73
tt10274420,7.7,71
tt10274422,7.8,69
tt10274428,7.7,66
tt10274430,7.8,66
tt10274432,8.0,62
tt10274436,8.6,83
tt10274462,8.4,160
tt10274466,1.4,18
tt10274584,8.6,15
tt10274598,4.6,5
tt10274638,8.4,17
tt10274688,7.2,20
tt10274696,5.8,24
tt10274720,7.6,17
tt10274772,7.8,8
tt10274788,8.2,6
tt10274814,7.9,16
tt10274888,7.3,6
tt10274902,7.6,18
tt10275004,8.3,121
tt10275170,7.8,6
tt10275242,9.1,95
tt10275246,6.2,6
tt10275258,7.2,10
tt10275288,8.2,10
tt10275370,8.6,31
tt10275378,7.3,23
tt10275390,7.4,5
tt10275440,6.0,280
tt10275700,7.7,7
tt10275898,6.6,5
tt10275936,6.6,98
tt10276054,5.3,16
tt10276062,6.0,705
tt10276074,7.3,7
tt10276114,6.4,12
tt10276322,7.2,86
tt10276328,4.4,43
tt10276330,5.3,10
tt10276368,7.8,26
tt10276372,6.9,20
tt10276376,6.4,18
tt10276378,6.5,17
tt10276382,6.8,17
tt10276384,6.1,15
tt10276386,5.5,15
tt10276390,4.7,16
tt10276494,9.1,27
tt10276554,8.4,138
tt10276560,7.0,6
tt10276578,6.8,23
tt10276592,7.2,6
tt10276596,8.4,5
tt10276604,7.6,5
tt10276706,2.9,113
tt10276912,10.0,5
tt10277130,8.4,10
tt10277310,5.4,7
tt10277412,1.0,8
tt10277512,5.0,7
tt10277644,4.9,8
tt10277682,3.1,7
tt10277742,4.1,7
tt10278142,6.5,22
tt10278182,8.0,10
tt10278188,7.9,10
tt10278274,9.7,6
tt10278276,4.1,16
tt10278310,4.5,10
tt10278312,4.9,8
tt10278316,5.5,11
tt10278318,5.1,14
tt10278326,8.0,21
tt10278438,9.0,75
tt10278476,3.7,32
tt10278508,4.4,257
tt10278512,7.1,128
tt10278516,7.1,95
tt10278526,8.5,131
tt10278536,7.2,21
tt10278538,6.9,17
tt10278688,5.2,10
tt10278726,7.3,7
tt10278748,3.5,25
tt10278798,7.6,5
tt10278814,7.8,13
tt10278874,7.3,6
tt10278886,7.3,6
tt10278930,8.8,98
tt10279010,5.8,245
tt10279136,6.5,42
tt10279232,7.3,9
tt10279328,5.5,13
tt10279336,6.0,6
tt10279408,7.6,7
tt10279640,7.0,6
tt10279642,6.7,6
tt10279644,7.0,6
tt10279646,6.8,8
tt10279648,7.3,6
tt10279650,7.0,6
tt10279652,6.7,6
tt10279710,8.1,14
tt10279794,7.4,7
tt10279806,5.4,5
tt10279922,7.0,6
tt10279964,4.8,6
tt10279966,4.4,5
tt10279968,4.4,5
tt10279976,5.8,5
tt10279978,5.0,5
tt10279980,6.8,6
tt10279982,5.2,5
tt10280050,6.7,23
tt10280172,6.1,18
tt10280194,8.1,126
tt10280220,6.9,175
tt10280530,8.3,17
tt10280608,7.2,12
tt10280634,7.9,8
tt10280636,9.2,5
tt10280640,4.2,12
tt10280790,7.4,21
tt10280800,4.0,26
tt10280802,6.8,11
tt10280804,7.3,10
tt10280806,7.6,7
tt10280810,6.9,9
tt10280812,7.6,10
tt10280878,6.7,7
tt10280890,7.2,13
tt10280896,7.8,11
tt10280902,7.7,10
tt10280910,8.0,11
tt10280914,7.7,12
tt10280924,7.6,10
tt10280928,7.2,8
tt10280932,8.1,11
tt10280944,7.6,10
tt10280946,8.8,15
tt10281058,6.1,10
tt10281468,2.0,28
tt10281564,5.9,10
tt10282492,6.5,8
tt10282734,7.6,48
tt10282806,8.5,6
tt10283204,8.3,11
tt10283210,10.0,6
tt10283228,7.1,10
tt10283230,6.7,10
tt10283232,6.4,10
tt10283234,8.0,6
tt10283236,6.7,11
tt10283238,7.3,11
tt10283244,10.0,6
tt10283258,5.4,10
tt10283260,7.3,9
tt10283262,6.9,9
tt10283266,7.4,9
tt10283272,6.5,16
tt10283274,6.6,15
tt10283276,7.1,17
tt10283278,7.7,18
tt10283280,7.5,21
tt10283288,7.8,6
tt10283292,6.0,5
tt10283494,7.2,13
tt10283552,6.7,7
tt10283742,5.9,25
tt10283754,8.5,45
tt10283768,8.6,47
tt10283926,8.0,5
tt10283960,7.1,11
tt10284122,6.6,53
tt10284182,8.2,5
tt10284186,8.4,5
tt10284196,7.0,6
tt10284230,8.1,8
tt10284716,5.4,33
tt10285018,8.2,11
tt10285028,6.9,11
tt10285040,9.0,83
tt10285062,8.7,110
tt10285070,8.5,110
tt10285074,8.3,95
tt10285078,8.4,99
tt10285084,8.4,97
tt10285090,8.2,97
tt10285098,9.0,97
tt10285104,8.7,95
tt10285106,9.0,100
tt10285108,8.8,95
tt10285150,9.1,106
tt10285154,9.2,127
tt10285170,7.6,31
tt10285188,9.2,34
tt10285238,7.2,10
tt10285304,7.9,15
tt10285314,6.7,25
tt10285320,8.6,79
tt10285470,6.4,5
tt10285472,8.0,10
tt10285988,6.5,40
tt10286140,7.3,42
tt10286624,6.8,10
tt10286658,6.7,12
tt10286678,7.1,16
tt10286746,5.3,43
tt10286802,8.0,30
tt10286978,8.2,119
tt10286986,9.7,83
tt10286996,8.9,137
tt10287068,8.4,7
tt10287124,8.1,7
tt10287238,7.0,5
tt10287376,8.3,15
tt10287382,7.9,45
tt10287474,8.8,72
tt10287616,5.9,51
tt10287812,8.8,10
tt10288054,9.4,5
tt10288172,8.0,43
tt10288178,8.6,5
tt10288184,7.7,44
tt10288224,7.7,25
tt10288438,9.0,9
tt10288446,7.8,6
tt10288450,6.8,11
tt10288472,1.9,10
tt10288512,1.8,11
tt10288538,1.9,10
tt10288594,7.7,32
tt10288596,7.3,33
tt10288666,2.8,11
tt10288800,7.8,12
tt10288820,6.7,63
tt10288948,7.8,8
tt10288968,5.7,9
tt10289098,7.2,6
tt10289350,6.0,84
tt10289460,5.3,7
tt10289766,5.2,5
tt10289860,2.5,11
tt10289898,6.8,8
tt10289944,8.4,5
tt10289986,8.2,219
tt10289996,7.5,583
tt10289998,7.1,7
tt10290062,8.0,82
tt10290114,6.4,47
tt10290198,4.4,11
tt10290222,5.8,12
tt10290250,5.3,18
tt10290274,4.2,183
tt10290306,6.0,20
tt10290332,8.2,6
tt10290368,9.0,6
tt10290552,7.7,10
tt10290566,6.4,5
tt10290670,7.0,20
tt10290848,7.0,6
tt10290998,8.1,23
tt10291020,6.3,7
tt10291162,6.8,8
tt10291834,6.8,12
tt10291880,6.6,13
tt10291960,9.7,6
tt10292050,6.7,9
tt10292116,6.7,21
tt10292722,6.2,63
tt10292754,6.4,16
tt10292912,9.3,11
tt10292928,9.8,80
tt10292930,9.8,75
tt10293038,9.1,185
tt10293064,9.1,17
tt10293066,9.1,19
tt10293348,7.3,6
tt10293366,7.1,7
tt10293376,7.2,5
tt10293400,7.4,7
tt10293600,9.4,5
tt10293690,8.7,7
tt10293804,8.6,60
tt10293830,8.3,15
tt10293884,5.4,27
tt10293982,5.2,196
tt10294088,7.8,6
tt10294164,7.4,1126
tt10294246,6.7,13
tt10294414,6.0,7
tt10294416,5.6,7
tt10294434,7.2,10
tt10294676,8.3,475
tt10294700,10.0,14
tt10294754,7.3,6
tt10294858,7.8,65
tt10294876,6.8,5
tt10294882,6.4,5
tt10295228,4.0,22
tt10295240,7.2,5
tt10295602,5.9,295
tt10295766,8.8,5
tt10295788,8.2,10
tt10295818,9.3,14
tt10295824,4.3,43
tt10295838,8.4,2354
tt10295910,7.7,40
tt10295960,8.2,5
tt10296486,7.8,9
tt10296488,7.6,7
tt10296490,7.5,6
tt10296492,7.7,7
tt10296496,7.4,7
tt10296498,7.4,9
tt10296560,8.9,8
tt10297242,8.9,7
tt10297320,5.2,25
tt10297530,6.4,36
tt10297804,7.8,5
tt10298052,3.2,5
tt10298222,8.8,8
tt10298240,9.7,6
tt10298328,6.2,8
tt10298368,8.4,7
tt10298414,7.2,5
tt10298454,6.5,106
tt10298476,9.2,585
tt10298492,8.4,7
tt10298534,6.8,6
tt10298558,7.8,6
tt10298562,7.7,6
tt10298664,8.1,13
tt10298704,6.2,6
tt10298896,6.5,379
tt10298966,5.6,8
tt10299020,7.8,25
tt10299024,7.8,6
tt10299028,7.9,17
tt10299052,7.1,24
tt10299108,8.2,16
tt10299126,7.7,6
tt10299138,6.8,5
tt10299146,7.4,77
tt10299148,6.8,8
tt10299176,6.5,10
tt10299394,6.6,11
tt10299400,8.0,7
tt10299454,8.8,85
tt10299466,9.6,10
tt10299610,8.4,40
tt10299664,5.2,9
tt10299842,8.2,6
tt10299876,5.6,7
tt10299886,7.0,7
tt10300064,9.0,5
tt10300102,7.4,9
tt10300118,3.6,15
