tconst,averageRating,numVotes
tt10549262,9.4,32
tt10549296,9.5,6
tt10549314,6.6,5
tt10549378,6.4,9
tt10549424,9.2,15
tt10549438,8.0,9
tt10549440,7.9,9
tt10549444,7.9,9
tt10549452,8.1,8
tt10549456,8.9,34
tt10549486,9.1,28
tt10549538,9.0,6
tt10549540,9.0,6
tt10549578,5.2,6
tt10549908,8.6,9
tt10550546,7.6,10
tt10550570,8.0,8
tt10550582,8.2,5
tt10550734,6.7,13
tt10550746,6.6,13
tt10550750,6.8,13
tt10550752,6.6,13
tt10550756,6.9,14
tt10550760,6.3,14
tt10550782,6.3,14
tt10550818,8.2,78
tt10550884,6.2,813
tt10550922,8.4,9
tt10551048,8.1,12
tt10551050,8.2,12
tt10551052,7.9,13
tt10551054,7.9,12
tt10551056,7.0,10
tt10551058,7.0,9
tt10551060,7.6,8
tt10551062,8.1,9
tt10551064,8.9,9
tt10551066,9.4,11
tt10551068,8.9,8
tt10551070,9.5,15
tt10551074,8.4,62
tt10551118,4.6,371
tt10551150,5.1,36
tt10551160,8.1,93
tt10551208,9.2,10
tt10551238,7.3,7
tt10551240,7.6,5
tt10551268,5.8,46
tt10551274,5.0,5
tt10551278,5.3,10
tt10551284,5.2,5
tt10551286,8.6,7
tt10551290,9.0,7
tt10551292,8.8,6
tt10551420,7.0,119
tt10551450,5.8,100
tt10551608,8.2,1484
tt10551640,7.6,240
tt10552138,6.1,24
tt10552226,7.6,48
tt10552538,6.7,7
tt10553228,7.3,9
tt10553282,7.4,5
tt10553292,7.9,17
tt10553378,7.2,9
tt10553388,7.2,9
tt10553422,7.6,10
tt10553506,7.7,11
tt10553524,7.3,13
tt10553806,7.2,128
tt10553808,8.4,17
tt10553812,8.1,10
tt10553838,6.7,9
tt10553882,7.4,5
tt10553910,7.2,324
tt10553998,8.1,50
tt10554000,7.9,38
tt10554002,8.2,36
tt10554004,7.2,37
tt10554006,8.4,30
tt10554010,8.7,31
tt10554014,6.1,29
tt10554016,7.7,19
tt10554020,8.2,20
tt10554024,7.2,20
tt10554030,7.8,14
tt10554034,9.2,26
tt10554134,7.2,5
tt10554176,5.2,6
tt10554288,7.0,21
tt10554352,6.6,5
tt10554666,9.1,8
tt10554684,8.7,9
tt10554798,6.7,7
tt10554898,8.7,357
tt10554948,6.8,5
tt10555146,8.7,7
tt10555152,7.5,6
tt10555482,8.9,98
tt10555578,8.0,5
tt10555674,8.2,15
tt10555908,5.7,30
tt10555910,5.3,26
tt10555912,6.3,23
tt10555914,6.2,25
tt10555918,6.6,25
tt10555926,5.9,27
tt10555928,6.0,25
tt10555932,6.3,23
tt10555934,6.0,25
tt10555938,6.2,24
tt10555940,6.9,27
tt10555974,4.5,20
tt10555986,8.2,5
tt10556002,7.5,11
tt10556036,7.9,590
tt10556152,7.1,16
tt10556178,6.5,16
tt10556198,8.9,14
tt10556202,9.6,14
tt10556220,7.6,7
tt10556232,8.6,5
tt10556236,8.8,5
tt10556320,7.2,26
tt10556354,7.8,5
tt10556402,5.7,9
tt10556516,4.9,13
tt10556612,10.0,8
tt10556666,6.6,12
tt10556710,7.4,7
tt10556746,8.6,26
tt10556822,6.4,7
tt10556876,6.2,5
tt10556970,6.0,7
tt10557102,6.3,7
tt10557134,6.2,65
tt10557140,6.7,43
tt10557158,6.6,38
tt10557162,7.0,31
tt10557236,7.4,20
tt10557238,7.3,18
tt10557242,7.3,17
tt10557244,7.5,17
tt10557248,7.6,16
tt10557250,7.6,14
tt10557258,7.0,12
tt10557260,7.2,12
tt10557264,8.1,14
tt10557268,7.7,12
tt10557270,8.4,18
tt10557288,3.6,7
tt10557480,3.9,7
tt10557518,5.7,26
tt10557714,7.3,15
tt10557918,8.0,7
tt10557924,7.5,6
tt10557976,7.9,9
tt10558014,8.4,83
tt10558190,6.4,8
tt10558284,6.7,7
tt10558324,6.1,56
tt10558428,6.2,5
tt10558470,6.8,6
tt10558512,8.5,13
tt10558684,7.0,5
tt10558688,9.3,116
tt10558862,8.4,17
tt10558870,8.5,8
tt10558896,7.8,15
tt10558900,7.8,51
tt10558904,6.5,21
tt10558914,7.7,102
tt10558918,8.4,86
tt10558940,4.4,30
tt10558946,4.6,8
tt10558958,6.0,17
tt10558974,6.8,56
tt10559020,6.9,26
tt10559022,6.8,25
tt10559024,6.7,18
tt10559028,6.9,22
tt10559276,8.3,67
tt10559318,9.4,256
tt10559412,5.6,120
tt10559486,7.4,14
tt10559782,8.7,11
tt10560002,6.3,7
tt10560006,8.0,10
tt10560010,9.1,8
tt10560034,7.6,27
tt10560170,5.9,9
tt10560174,6.6,7
tt10560178,6.9,8
tt10560182,5.8,8
tt10560226,5.0,7
tt10560228,4.3,7
tt10560234,4.3,7
tt10560236,4.3,7
tt10560244,4.4,5
tt10560252,4.2,5
tt10560256,4.6,5
tt10560260,4.8,5
tt10560268,4.3,6
tt10560270,9.1,12
tt10560272,4.3,6
tt10560322,4.1,7
tt10560404,7.3,7
tt10560514,8.6,5
tt10560516,8.4,5
tt10560590,7.8,8
tt10560592,7.3,6
tt10560594,7.6,5
tt10560614,6.9,19
tt10560630,6.7,26
tt10560634,5.1,27
tt10560702,6.0,5
tt10560760,6.6,7
tt10560780,9.5,106
tt10560862,6.6,36
tt10561700,6.9,34
tt10562426,7.9,9
tt10562554,6.8,5
tt10562574,8.2,71
tt10562728,6.4,48
tt10562764,7.7,6
tt10562790,7.5,26
tt10562844,7.7,7
tt10562850,6.4,7
tt10562902,7.1,36
tt10563050,7.4,13
tt10563052,8.0,7
tt10563074,7.8,20
tt10563082,8.3,18
tt10563178,7.5,27
tt10563328,5.6,17
tt10563356,7.8,32
tt10563362,7.5,29
tt10563420,6.7,51
tt10563442,8.6,14
tt10563448,6.7,15
tt10563450,7.5,15
tt10563456,7.8,16
tt10563460,6.5,16
tt10563494,9.0,6
tt10563498,9.0,6
tt10563502,9.0,6
tt10563504,9.1,7
tt10563508,9.0,6
tt10563510,9.0,6
tt10563512,9.0,6
tt10563516,9.0,6
tt10563520,9.1,7
tt10563526,9.0,6
tt10563532,9.0,6
tt10563534,9.0,6
tt10563540,9.0,6
tt10563544,9.0,6
tt10563550,9.0,6
tt10563552,9.0,6
tt10563554,9.0,6
tt10563558,9.0,6
tt10563562,9.0,6
tt10563564,9.0,6
tt10563566,9.0,6
tt10563568,9.0,6
tt10563572,9.3,9
tt10563576,9.0,6
tt10563580,9.0,6
tt10563582,9.0,6
tt10563668,9.3,15
tt10563852,7.8,108
tt10563942,9.9,15
tt10563952,8.7,10
tt10564022,6.9,7
tt10564064,6.8,8
tt10564068,8.6,7
tt10564090,8.9,7
tt10564096,8.8,9
tt10564144,5.7,7
tt10564390,7.0,8
tt10564484,8.5,31
tt10564488,8.8,28
tt10564492,9.2,34
tt10564494,9.0,30
tt10564504,8.5,28
tt10564510,9.1,37
tt10564514,8.6,33
tt10564516,8.7,37
tt10564520,9.3,36
tt10564522,9.0,32
tt10564526,9.5,181
tt10564528,9.6,194
tt10564532,9.7,67
tt10564814,7.0,7
tt10564840,8.6,379
tt10565076,5.9,15
tt10566228,8.0,10
tt10566232,7.9,19
tt10566464,8.7,11
tt10566930,9.0,6
tt10567060,8.0,9
tt10567066,7.0,5
tt10567448,5.8,8
tt10567658,7.6,32
tt10567664,7.9,30
tt10567666,8.0,28
tt10567718,8.1,29
tt10567738,8.6,8
tt10568054,2.8,8
tt10568058,7.2,17
tt10568198,7.6,9
tt10568552,4.4,17
tt10568586,8.0,191
tt10569518,7.2,20
tt10569520,7.6,18
tt10569522,7.6,17
tt10569526,7.6,11
tt10569528,7.4,13
tt10569530,7.6,9
tt10569532,7.3,9
tt10569634,5.7,12
tt10569654,9.6,7
tt10569878,9.3,6
tt10569888,9.3,6
tt10569904,4.2,10
tt10569906,3.6,9
tt10569910,5.2,13
tt10570030,6.6,8
tt10570062,7.6,5
tt10570098,7.4,99
tt10570132,6.4,5
tt10570140,7.8,16
tt10570144,7.2,12
tt10570146,7.2,13
tt10570626,5.4,5
tt10570686,7.8,10
tt10570758,6.7,46
tt10571174,8.0,8
tt10571278,7.8,61
tt10571350,6.9,10
tt10571700,7.0,7
tt10571726,8.2,5
tt10571920,6.5,306
tt10572428,8.4,66
tt10572668,7.0,16
tt10572742,3.4,5
tt10572974,5.4,7
tt10573028,7.3,6
tt10573354,4.9,8
tt10573372,5.9,10
tt10573384,6.7,6
tt10573388,8.2,11
tt10573398,8.6,29
tt10573416,6.1,35
tt10573418,6.1,23
tt10573420,6.3,19
tt10573422,6.7,14
tt10573582,8.8,5
tt10573750,7.6,10
tt10573774,7.4,11
tt10573798,7.9,7
tt10573944,6.4,24
tt10574226,6.0,5
tt10574444,8.2,42
tt10574448,7.8,41
tt10574496,8.2,12
tt10574498,6.7,19
tt10574500,8.8,40
tt10574728,6.9,15
tt10574802,8.0,6
tt10574882,7.0,7
tt10575000,8.0,6
tt10575038,7.5,3489
tt10575094,8.5,6
tt10575530,7.5,20
tt10575554,8.3,19
tt10575710,6.8,15
tt10575718,6.3,7
tt10576152,9.5,33
tt10576212,7.1,102
tt10576278,5.0,11
tt10576426,7.2,6
tt10576540,6.4,19
tt10576558,7.0,5
tt10577700,8.3,42
tt10577702,9.0,55
tt10577730,8.6,14
tt10577854,8.2,22
tt10577906,7.2,90
tt10577952,4.7,9
tt10577996,7.4,7
tt10578022,3.9,7
tt10578074,6.7,15
tt10578106,6.5,20
tt10578126,9.6,7
tt10578262,8.3,6
tt10578270,7.7,7
tt10578272,7.8,5
tt10578348,9.0,5
tt10578490,7.6,19
tt10578776,7.5,11
tt10578786,9.2,65
tt10578788,8.8,39
tt10578794,9.5,21
tt10578796,9.3,35
tt10578798,9.2,33
tt10578800,9.1,28
tt10579040,8.0,21
tt10579046,8.0,21
tt10579056,8.1,19
tt10579092,5.4,60
tt10579250,6.7,6
tt10579296,9.1,16
tt10579300,6.9,36
tt10579324,7.8,21
tt10579352,9.1,15
tt10579408,7.6,28
tt10579426,5.9,17
tt10579468,5.1,105
tt10579576,7.3,33
tt10579658,7.8,8
tt10579690,7.5,10
tt10579786,8.0,7
tt10579878,7.4,13
tt10579882,8.6,5
tt10579944,7.8,28
tt10579992,6.7,396
tt10580048,6.4,9
tt10580092,3.4,180
tt10580158,9.2,20
tt10580274,7.8,8
tt10580566,6.5,6
tt10580684,10.0,9
tt10580698,9.9,9
tt10580768,6.6,12
tt10581102,4.1,381
tt10581398,7.4,5
tt10581414,8.5,15
tt10581454,8.7,12
tt10581476,8.0,9
tt10581492,9.0,12
tt10581548,8.7,16
tt10581560,8.0,5
tt10581570,9.4,5
tt10581972,6.9,8
tt10582078,10.0,9
tt10582090,8.9,11
tt10582660,8.4,5
tt10582738,5.8,13
tt10582786,6.8,5
tt10583104,8.2,15
tt10583130,10.0,6
tt10583140,7.7,24
tt10583144,6.2,5
tt10583284,7.6,8
tt10583308,7.7,224
tt10583412,6.7,16
tt10583460,6.6,87
tt10583844,5.2,12
tt10583948,9.2,6
tt10583992,8.0,11
tt10584008,2.2,8
tt10584048,5.8,26
tt10584240,7.8,17
tt10584272,6.4,54
tt10584446,7.4,578
tt10584508,7.6,72
tt10584554,8.5,41
tt10584652,7.0,5
tt10584694,6.8,6
tt10584730,5.4,131
tt10584752,8.3,6
tt10584770,7.2,5
tt10584784,7.0,5
tt10584790,6.5,10
tt10584792,3.5,101
tt10584804,5.8,8
tt10584810,8.0,13
tt10584826,6.5,6
tt10584838,7.8,12
tt10584844,6.3,7
tt10584850,7.1,7
tt10584916,6.0,5
tt10584990,6.6,143
tt10585038,3.7,130
tt10585042,6.3,9
tt10585070,5.6,25
tt10585074,6.0,6
tt10585156,8.5,26
tt10585208,9.2,12
tt10585236,5.7,9
tt10586076,7.7,7
tt10586100,8.3,92
tt10586120,6.5,6
tt10586528,7.9,15
tt10586662,7.8,6
tt10586910,5.7,14
tt10586916,5.1,14
tt10586920,5.9,14
tt10586924,5.7,15
tt10587576,10.0,6
tt10587600,7.8,10
tt10587604,8.6,7
tt10587606,8.5,22
tt10587610,9.0,27
tt10587630,7.4,5
tt10587774,6.6,7
tt10587792,6.2,5
tt1058779,9.4,1345
tt10588228,7.4,8
tt10588262,4.3,52
tt10588332,6.7,13
tt10588406,10.0,5
tt10588410,9.7,31
tt10588586,9.2,5
tt10588588,8.7,26
tt10588608,7.9,8
tt10588628,5.6,7
tt10588710,7.3,9
tt10588988,7.4,16
tt10589120,9.0,6
tt10589718,8.6,17
tt10589740,8.2,15
tt10589798,9.7,20
tt10589806,6.2,176
tt10589810,5.8,151
tt10589812,6.0,135
tt10589914,6.4,571
tt10589918,8.7,17
tt10589924,5.2,8
tt10590038,7.0,21
tt10590090,6.8,23
tt10590142,5.9,26
tt10590148,7.1,21
tt10590194,8.0,50
tt10590320,8.6,5
tt10590350,4.8,6
tt10590380,6.8,5
tt10590436,5.2,9
tt10590448,6.0,81
tt10590478,6.5,6
tt10590494,8.7,7
tt10590540,5.8,40
tt10590570,7.5,26
tt10590634,7.0,38
tt10591058,6.5,39
tt10591432,7.8,8
tt10591566,8.5,6
tt10591778,6.4,5
tt10592042,7.6,113
tt10592044,7.5,76
tt10592082,7.6,103
tt10592088,8.4,80
tt10592138,7.0,6
tt10592196,9.3,83
tt10592506,7.2,122
tt10592606,6.0,5
tt10592638,7.5,8
tt10592692,6.0,5
tt10592758,6.2,5
tt10592808,8.4,124
tt10592810,9.3,166
tt10592816,9.0,121
tt10592884,7.2,8
tt10593152,9.1,11
tt10593448,7.7,18
tt10593718,7.8,5
tt10594194,4.4,5
tt10594490,8.1,32
tt10594498,8.0,36
tt10594528,7.7,6
tt10594620,7.9,7
tt10594626,7.7,6
tt10594634,6.1,36
tt10594636,6.1,35
tt10594640,7.6,5
tt10594652,8.2,5
tt10594750,8.0,5
tt10594884,6.5,60
tt10595016,6.5,250
tt10595054,7.3,9
tt10595140,8.0,8
tt10595144,7.8,10
tt10595264,6.4,13
tt10595298,4.6,19
tt10595362,9.4,5
tt10595698,9.3,98
tt10596144,7.7,7
tt10596416,7.9,7
tt10596422,6.7,7
tt10596696,6.9,7
tt10596796,8.8,5
tt10596808,9.1,25
tt10596824,6.2,6
tt10596940,7.2,5
tt10596946,7.5,6
tt10596952,7.0,5
tt10597014,9.6,9
tt10597210,6.3,9
tt10597462,7.9,27
tt10597464,8.1,15
tt10597466,6.6,5
tt10597532,8.0,23
tt10597556,7.0,8
tt10597562,9.7,30
tt10597908,9.8,8
tt10597912,8.2,16
tt10598066,8.3,22
tt10598116,8.1,17
tt10598118,8.9,14
tt10598120,8.9,16
tt10598260,7.2,80
tt10598374,7.4,7
tt10598376,6.1,8
tt10598436,6.4,29
tt10598634,7.8,18
tt10599446,9.0,251
tt10599820,7.2,6
tt10600298,7.2,5
tt10600448,9.3,6
tt10600888,7.4,5
tt10601058,6.2,5
tt10601068,8.1,15
tt10601090,8.4,14
tt10601092,8.9,16
tt10601098,8.8,16
tt10601598,7.4,5
tt10601608,7.8,5
tt10601622,8.4,7
tt10601630,7.4,5
tt10601632,7.7,6
tt10601636,8.7,6
tt10601662,8.0,6
tt10601674,7.5,6
tt10601760,7.8,5
tt10601958,7.2,18
tt10601998,8.1,10
tt10602078,7.3,9
tt10602144,7.3,15
tt10602172,7.2,104
tt10602236,8.5,8
tt10602294,8.6,8
tt10602310,6.5,32
tt10602426,8.8,6
tt10602694,4.7,43
tt10603208,6.7,30
tt10603260,8.3,21
tt10603268,7.8,21
tt10603296,9.7,20
tt10603466,6.4,44
tt10603718,7.8,5
tt10603740,7.5,8
tt10603758,7.7,7
tt10603784,8.2,5
tt10603802,7.6,7
tt10603816,7.6,8
tt10603836,7.5,36
tt10603840,8.0,6
tt10603904,7.3,7
tt10603916,7.7,7
tt10604292,6.6,7
tt10604440,9.1,7
tt10604464,3.1,132
tt10604742,7.2,230
tt10605226,8.5,13
tt10605376,7.2,5
tt10605426,8.2,5
tt10605488,6.7,6
tt10605788,3.7,6
tt10606074,6.8,6
tt10606124,10.0,7
tt10606136,6.4,9
tt10606342,7.9,16
tt10606386,6.9,7
tt10606532,6.8,5
tt10606644,8.5,89
tt10606778,7.8,6
tt10606900,8.7,15
tt10607206,7.2,56
tt10607210,6.9,50
tt10607212,7.4,41
tt10607222,7.7,35
tt10607224,7.4,31
tt10607226,7.4,30
tt10607228,6.8,30
tt10607230,7.4,28
tt10607232,7.6,31
tt10607254,6.3,22
tt10607270,8.2,5
tt10607376,8.7,9
tt10607394,6.8,8
tt10607396,5.8,10
tt10607400,6.6,8
tt10607404,8.8,22
tt10607456,8.5,22
tt10607460,8.3,24
tt10607466,8.6,26
tt10607488,7.4,7
tt10607756,7.0,175
tt10607940,7.5,13
tt10608014,9.3,15
tt10608036,9.3,16
tt10608062,8.0,5
tt10608146,7.8,6
tt10608254,7.2,5
tt10608396,6.8,11
tt10608464,7.0,69
tt10608506,7.0,34
tt10608630,7.6,9
tt10608632,5.0,21
tt10608668,8.0,42
tt10608732,8.1,39
tt10608734,7.6,41
tt10608746,8.2,41
tt10608748,8.7,47
tt10608786,7.3,70
tt10608842,4.1,163
tt10608904,8.2,23
tt10609012,9.3,13
tt10609714,6.5,15
tt10609888,7.1,233
tt10609922,7.1,41
tt10609928,7.6,35
tt10609932,7.4,31
tt10609998,8.3,145
tt10610062,7.4,26
tt10610078,7.7,13
tt10610222,8.3,19
tt10610232,8.1,17
tt10610406,7.8,11
tt10610418,8.7,39
tt10610454,7.9,11
tt10610462,8.5,21
tt10610752,8.0,13
tt10610814,8.7,61
tt10610816,9.1,13
tt10610838,8.3,10
tt10610844,8.8,6
tt10611346,7.9,7
tt10611394,7.3,57
tt10611398,7.4,45
tt10611402,7.6,37
tt10611410,7.1,28
tt10611412,7.8,25
tt10611488,5.4,16
tt10611504,7.9,22
tt10611520,6.2,5
tt10611524,6.7,6
tt10611688,7.9,100
tt10611748,8.9,9
tt10612046,8.7,6
tt10612060,8.3,23
tt10612078,8.9,8
tt10612084,8.9,8
tt10612096,8.4,7
tt10612102,8.6,7
tt10612108,8.3,7
tt10612118,8.0,7
tt10612124,8.7,7
tt10612132,7.9,8
tt10612262,7.8,20
tt10612278,7.3,79
tt10612292,7.3,69
tt10612300,6.9,61
tt10612312,7.0,59
tt10612322,6.8,53
tt10612328,7.1,34
tt10612352,5.3,16
tt10612430,8.1,18
tt10612444,6.1,19
tt10612446,5.6,17
tt10612448,5.4,16
tt10612454,5.4,14
tt10612456,5.5,15
tt10612458,5.9,14
tt10612462,6.3,15
tt10612466,5.8,14
tt10612530,8.0,9
tt10612648,8.4,7
tt10612690,6.8,43
tt10612856,7.7,35
tt10612864,6.4,16
tt10612928,8.3,7
tt10612930,7.3,7
tt10612938,7.8,62
tt10612952,2.3,7
tt10612954,4.0,6
tt10612986,7.7,76
tt10613170,6.4,33
tt10613174,7.6,7
tt10613224,5.9,8
tt10613418,4.2,44
tt10613460,9.2,5
tt10613462,6.0,6
tt10613514,4.9,16
tt10613532,7.8,26
tt10613572,5.2,80
tt10613578,7.3,14
tt10613594,4.6,5
tt10613602,5.0,5
tt10613684,7.8,5
tt10613688,6.5,6
tt10613708,7.8,22
tt10613728,7.9,17
tt10613734,6.7,9
tt10613844,8.1,182
tt10614024,6.2,28
tt10614130,5.8,5
tt10614282,8.6,14
tt10615388,5.7,11
tt10615424,8.5,42
tt10615452,6.7,10
tt10615890,7.6,20
tt10615900,8.2,16
tt10615916,8.1,16
tt10615930,8.1,13
tt10615940,7.8,15
tt10616310,7.7,20
tt10616448,5.6,11
tt10616600,5.4,5
tt10616606,4.6,14
tt10616608,8.5,17
tt10616610,7.6,5
tt10616802,6.6,18
tt10616808,8.0,36
tt10617144,7.5,8
tt10617150,4.2,16
tt10617490,8.8,5
tt10617508,8.8,5
tt10617634,7.7,6
tt10617636,8.8,5
tt10617644,5.6,5
tt10617992,8.2,32
tt10618026,7.9,28
tt10618030,7.5,23
tt10618040,7.3,21
tt10618060,7.4,25
tt10618074,7.3,23
tt10618086,7.8,21
tt10618100,8.2,27
tt10618318,7.8,5
tt10618422,7.4,5
tt10618646,8.4,15
tt10618676,4.5,12
tt10618690,7.9,10
tt10618766,6.4,5
tt10618774,7.1,10
tt10618784,7.8,12
tt10618796,8.0,6
tt10619438,6.4,8
tt10619452,9.3,7
tt10619478,8.7,6
tt10619526,5.5,31
tt10619748,5.9,16
tt10619790,5.7,6
tt10619812,4.4,8
tt10619908,6.3,7
tt10619974,8.1,11
tt10619976,7.8,11
tt10619978,7.2,10
tt10619986,8.0,10
tt10619988,7.8,9
tt10620000,7.8,8
tt10620002,7.8,10
tt10620004,7.8,8
tt10620030,7.3,6
tt10620946,9.6,20
tt10621004,7.5,13
tt10621020,6.4,10
tt10621156,6.9,11
tt10621178,8.9,10
tt10621216,6.5,42
tt10621314,6.4,9
tt10621330,7.8,25
tt10621382,8.1,7
tt10621392,9.9,9
tt10621420,6.5,78
tt10621514,5.3,9
tt10621532,5.8,136
tt10621612,8.8,165
tt10622136,5.8,618
tt10622206,6.8,9
tt10622220,5.6,39
tt10622418,10.0,7
tt10622442,7.4,17
tt10622446,8.7,68
tt10622448,8.8,92
tt10622506,6.8,6
tt10622556,7.6,7
tt10622640,6.2,5
tt10622678,9.8,5
tt10622694,8.3,14
tt10622790,6.5,261
tt10622840,2.2,9
tt10622950,7.3,12
tt10623200,7.9,58
tt10623202,7.3,56
tt10623204,7.3,54
tt10623206,7.7,57
tt10623208,7.3,55
tt10623210,7.6,60
tt10623214,7.2,52
tt10623218,8.1,54
tt10623220,8.2,58
tt10623222,8.3,56
tt10623224,8.1,52
tt10623228,8.2,57
tt10623508,7.3,13
tt10623524,7.6,451
tt10623538,6.8,8
tt10623546,7.8,8
tt10623564,5.1,7
tt10623568,6.0,6
tt10623570,6.6,7
tt10623572,7.0,6
tt10623574,4.4,5
tt10623578,6.4,5
tt10623580,5.4,5
tt10623600,7.0,43
tt10623604,6.6,39
tt10623608,7.0,40
tt10623612,6.2,38
tt10623614,6.9,34
tt10623616,7.2,33
tt10623618,6.6,31
tt10623620,6.0,39
tt10623650,7.0,5
tt10623658,7.4,5
tt10623744,8.8,5
tt10623936,8.6,16
tt10623954,6.2,65
tt10624264,8.3,9
tt10624296,8.1,7
tt10624458,6.6,215
tt10625028,3.7,36
tt10625114,7.0,5
tt10625172,3.2,104
tt10626008,7.9,168
tt10626050,8.1,33
tt10626058,8.1,30
tt10626062,8.3,30
tt10626068,8.1,24
tt10626076,7.8,22
tt10626410,8.6,19
tt10626422,8.2,16
tt10626450,8.2,10
tt10626466,8.7,9
tt10626482,8.1,9
tt10626486,8.4,9
tt10626490,8.3,7
tt10626494,8.4,7
tt10626498,9.0,6
tt10626502,8.9,8
tt10626590,2.0,18
tt10626662,8.3,11
tt10626858,9.1,23
tt10627088,7.2,8
tt10627152,7.4,8
tt10627158,7.2,9
tt10627178,7.6,7
tt10627216,7.8,8
tt10627300,9.0,8
tt10627326,7.8,8
tt10627328,7.6,7
tt10627330,8.6,8
tt10627332,8.3,6
tt10627338,5.4,28
tt10627682,8.7,16
tt10627720,7.7,2258
tt10627764,6.0,65
tt10627776,7.2,93
tt10627834,5.9,7
tt10627836,6.4,7
tt10627838,7.8,8
tt10627844,7.6,7
tt10627846,5.7,6
tt10627858,5.6,40
tt10627862,5.8,5
tt10627882,8.6,5
tt10628006,5.9,58
tt10628020,6.8,19
tt10628144,5.4,10
tt10628226,6.4,45
tt10628236,7.2,18
tt10628250,8.0,49
tt10628424,5.8,25
tt10628462,8.3,66
tt10628466,8.8,73
tt10628468,8.5,68
tt10628524,7.3,7
tt10628656,7.5,8
tt10628678,7.8,8
tt10628758,6.7,6
tt10628790,6.8,5
tt10628862,7.4,18
tt10628892,7.5,16
tt10628894,7.1,11
tt10628908,7.3,12
tt10629728,5.0,7
tt10630936,8.9,36
tt10630956,8.0,5
tt10631532,8.4,11
tt10631536,7.0,43
tt10631582,6.9,9
tt10631586,6.7,10
tt10631590,7.3,10
tt10631600,6.8,11
tt10631602,6.1,9
tt10631604,6.6,11
tt10631606,6.9,10
tt10631614,6.5,13
tt10631616,6.3,14
tt10631618,6.7,13
tt10631622,6.7,19
tt10631734,8.4,5
tt10631820,7.8,5
tt10631882,8.6,82
tt10633464,7.2,5
tt10633542,5.8,42
tt10633676,6.4,30
tt10633722,5.9,47
tt10633764,7.8,11
tt10633950,9.5,8
tt10634552,1.8,9
tt10635350,8.3,23
tt10635474,7.3,7
tt10635636,7.0,10
tt10635646,7.6,8
tt10635876,7.7,9
tt10635878,7.8,13
tt10636200,5.2,20
tt10636448,6.1,11
tt10636592,8.6,12
tt10636632,8.2,26
tt10636680,8.8,92
tt10636682,9.0,90
tt10636926,8.4,274
tt10636932,8.4,247
tt10636936,7.9,239
tt10636940,8.3,213
tt10636948,8.0,190
tt10636958,8.1,155
tt10636962,8.8,131
tt10637682,6.8,59
tt10637818,8.4,13
tt10637964,5.3,16
tt10638032,6.4,13
tt10638156,8.8,5
tt10638276,7.6,57
tt10638278,7.5,53
tt10638280,7.2,51
tt10638282,7.0,52
tt10638284,7.2,50
tt10638286,7.3,50
tt10638296,6.7,110
tt10638354,5.5,17
tt10638540,5.9,9
tt10638544,8.3,17
tt10638546,8.4,16
tt10638588,8.1,9
tt10638684,7.3,9
tt10639076,7.4,241
tt10639178,8.1,8
tt10639276,9.6,5
tt10640100,2.6,5
tt10640330,9.0,9
tt10641506,8.3,7
tt10641510,8.3,308
tt10641512,7.6,33
tt10641524,6.9,24
tt10641534,4.8,15
tt10641540,5.5,27
tt10641560,6.3,20
tt10641588,6.4,10
tt10641594,7.3,13
tt10641654,6.2,25
tt10641972,8.0,75
tt10642154,6.3,183
tt10642390,4.6,7
tt10642566,7.4,62
tt10642750,9.9,9
tt10643002,8.3,7
tt10643024,8.3,30
tt10643036,8.2,32
tt10643044,8.3,27
tt10643150,8.5,20
tt10643336,8.5,12
tt10643414,9.0,7
tt10643466,7.8,8
tt10643698,7.0,6
tt10643704,6.4,22
tt10643776,7.7,7
tt10643798,9.2,21
tt10643906,6.3,6
tt10643938,7.4,106
tt10644346,8.8,6
tt10644356,9.6,18
tt10644464,9.1,16
tt10644508,7.4,14
tt10644514,8.0,5
tt10644538,4.3,14
tt10644588,6.7,172
tt10644684,7.4,7
tt10644808,6.6,16
tt10645298,8.5,68
tt10645356,5.7,89
tt10645578,8.0,10
tt10645774,9.1,15
tt10645878,6.5,184
tt10646038,7.4,11
tt10646936,8.7,30
tt10647878,8.4,90
tt10648014,6.4,5
tt10648034,7.4,104
tt10648176,7.0,6
tt10648214,7.0,14
tt10648272,8.6,25
tt10648278,8.6,20
tt10648280,8.6,14
tt10648284,8.6,11
tt10648290,8.2,6
tt10648294,8.5,17
tt10648298,6.6,10
tt10648302,8.2,6
tt10648430,9.7,6
tt10648440,7.1,1271
tt10648476,8.3,6
tt10648510,9.3,13
tt10648550,7.1,14
tt10648562,8.7,23
tt10648566,7.3,7
tt10648648,7.2,13
tt10648692,6.5,20
tt10648730,9.0,238
tt10648790,10.0,19
tt10648928,9.4,18
tt10649176,8.0,155
tt10649430,8.4,11
tt10649882,6.8,25
tt10650198,6.6,7
tt10650262,6.5,17
tt10650332,7.4,18
tt10650338,6.0,47
tt10650636,6.8,6
tt10650664,7.1,44
tt10650754,7.9,10
tt10650850,7.9,29
tt10650856,8.5,32
tt10650906,6.9,17
tt10650946,8.9,47
tt10651106,7.6,14
tt10651188,5.1,164
tt10651246,8.0,7
tt10651254,7.0,10
tt10651272,6.4,9
tt10651290,8.1,46
tt10651398,5.3,6
tt10651538,6.8,5
tt10651548,7.6,7
tt10651668,6.7,402
tt10651784,7.6,10
tt10651850,6.9,172
tt10652594,7.9,18
tt10652622,7.7,18
tt10652780,6.4,22
